Time,Temperature,Humidity,Precipitation,VWC_1,pF_1,SoilTemperature_1,VWC_2,pF_2,SoilTemperature_2,VWC_3,pF_3,SoilTemperature_3,VWC_4,pF_4,SoilTemperature_4
2017/5/4 5:00,8.4,85.319,0,43.728,2.013,13.4,40.704,1.987,13.6,46.224,1.982,13.5,34.6,1.973,14.2
2017/5/4 6:00,9.4,82.291,0,43.808,2.013,13.4,40.704,1.987,13.6,46.224,1.982,13.6,34.5,1.973,14.2
2017/5/4 7:00,13.1,71.692,0,43.808,2.013,13.4,40.704,1.987,13.6,46.224,1.982,13.6,34.5,1.973,14.2
2017/5/4 8:00,18.9,57.287,0,43.728,2.013,13.5,40.704,1.987,13.6,46.224,1.982,13.6,34.5,1.973,14.2
2017/5/4 9:00,25.7,40.903,0,44.049,2.013,13.5,40.704,1.987,13.6,46.224,1.982,13.6,34.4,1.973,14.2
2017/5/4 10:00,31.3,31.952,0,44.049,2.013,13.5,40.848,1.987,13.6,46.398,1.982,13.6,34.4,1.973,14.2
2017/5/4 11:00,32.7,31.338,0,44.619,2.013,13.5,40.992,1.987,13.6,46.311,1.982,13.6,34.4,1.973,14.2
2017/5/4 12:00,32,31.97,0,44.537,2.013,13.5,40.992,1.987,13.6,46.311,1.982,13.6,34.3,1.973,14.2
2017/5/4 13:00,33.8,30.983,0,44.049,2.013,13.5,40.992,1.987,13.6,46.398,1.982,13.6,34.3,1.973,14.2
2017/5/4 14:00,26.4,40.988,0,44.049,2.013,13.5,40.992,1.987,13.6,46.311,1.982,13.6,34.3,1.973,14.2
2017/5/4 15:00,29.9,31.296,0,44.049,2.013,13.5,40.992,1.987,13.6,46.398,1.982,13.6,34.3,1.973,14.1
2017/5/4 16:00,27.8,32.667,0,44.049,2.013,13.5,40.992,1.987,13.6,46.311,1.982,13.6,34.3,1.973,14.1
2017/5/4 17:00,27.8,32.667,0,44.049,2.013,13.5,40.992,1.989,13.6,46.224,1.982,13.6,34.3,1.973,14.1
2017/5/4 18:00,23.8,38.691,0,43.968,2.013,13.5,41.137,1.991,13.6,46.224,1.982,13.6,34.3,1.973,14.1
2017/5/4 19:00,17.9,58.554,0,43.888,2.013,13.5,40.992,1.991,13.6,46.224,1.982,13.6,34.3,1.973,14.2
2017/5/4 20:00,15.2,65.468,0,43.888,2.013,13.5,40.992,1.991,13.6,46.224,1.982,13.7,34.3,1.973,14.2
2017/5/4 21:00,14,70.116,0,43.888,2.013,13.5,40.992,1.991,13.7,46.224,1.983,13.7,34.3,1.973,14.2
2017/5/4 22:00,12.1,78.678,0,43.728,2.013,13.6,40.92,1.991,13.7,46.224,1.983,13.7,34.3,1.973,14.2
2017/5/4 23:00,12.2,79.57,0,43.728,2.013,13.6,40.848,1.991,13.7,46.224,1.984,13.7,34.3,1.973,14.3
2017/5/5 0:00,11.5,81.857,0,43.728,2.013,13.6,40.92,1.991,13.7,46.224,1.986,13.9,34.3,1.973,14.3
2017/5/5 1:00,10.6,84.549,0,43.728,2.013,13.6,40.848,1.991,13.7,46.224,1.986,13.9,34.3,1.973,14.3
2017/5/5 2:00,11.1,81.027,0,43.728,2.013,13.7,40.848,1.991,13.7,46.224,1.987,13.9,34.3,1.973,14.4
2017/5/5 3:00,10.3,83.064,0,43.728,2.013,13.7,40.848,1.991,13.8,46.224,1.987,14,34.3,1.973,14.4
2017/5/5 4:00,9.8,85.065,0,43.728,2.013,13.7,40.92,1.991,13.9,46.224,1.987,14,34.3,1.973,14.4
2017/5/5 5:00,9.6,86.215,0,44.049,2.013,13.7,40.848,1.991,13.9,46.224,1.987,14,34.3,1.973,14.4
2017/5/5 6:00,9.8,90.846,0,44.455,2.013,13.8,40.848,1.991,13.9,46.224,1.987,14,34.3,1.973,14.4
2017/5/5 7:00,12.7,87.221,0,43.968,2.013,13.9,40.848,1.993,13.9,46.137,1.987,14.1,34.3,1.973,14.4
2017/5/5 8:00,17.9,81.487,0,43.808,2.013,13.9,40.848,1.995,13.9,46.224,1.987,14.1,34.3,1.973,14.4
2017/5/5 9:00,27.6,66.644,0,43.968,2.013,13.9,41.065,1.995,13.9,46.224,1.987,14.1,34.3,1.974,14.4
2017/5/5 10:00,28.2,37.931,0,44.049,2.013,13.9,41.065,1.995,13.9,46.224,1.987,14.1,34.2,1.974,14.4
2017/5/5 11:00,32.4,31.872,0,44.13,2.013,13.9,41.21,1.995,13.9,46.224,1.979,13.9,34.2,1.977,14.4
2017/5/5 12:00,33.3,31.276,0,44.292,2.013,13.9,41.065,1.995,13.9,46.224,1.987,14.1,34.2,1.977,14.4
2017/5/5 13:00,35.4,29.219,0,44.702,2.013,13.9,40.992,1.995,13.9,46.224,1.987,14.1,34.1,1.977,14.4
2017/5/5 14:00,35.6,29.586,0,44.455,2.013,13.9,40.992,1.995,13.9,46.224,1.987,14.1,34.1,1.977,14.4
2017/5/5 15:00,33.3,32.058,0,44.455,2.013,13.9,40.992,1.995,13.9,46.224,1.987,14.1,34.1,1.977,14.3
2017/5/5 16:00,30.8,36.254,0,44.455,2.013,13.9,40.992,1.995,13.9,46.224,1.987,14.1,34.1,1.977,14.3
2017/5/5 17:00,28,39.963,0,44.455,2.013,13.9,41.137,1.996,13.9,46.224,1.987,14.1,34.1,1.977,14.3
2017/5/5 18:00,22.2,53.843,0,44.292,2.014,13.9,41.21,2,13.9,46.224,1.987,14.1,34.1,1.977,14.3
2017/5/5 19:00,19.7,61.916,0,44.049,2.014,13.9,40.992,2,13.9,46.224,1.987,14.1,34.1,1.977,14.4
2017/5/5 20:00,18.7,64.04,0,43.968,2.014,13.9,40.848,2,13.9,46.224,1.987,14.1,34.1,1.977,14.4
2017/5/5 21:00,16.9,70.169,0,43.968,2.014,13.9,40.92,2,13.9,46.224,1.987,14.1,34.1,1.977,14.4
2017/5/5 22:00,16,73.755,0,43.888,2.014,14,40.92,2,13.9,46.224,1.987,14.2,34.1,1.977,14.5
2017/5/5 23:00,15.3,76.561,0,43.968,2.014,14,40.848,2,13.9,46.224,1.987,14.2,34.1,1.977,14.5
2017/5/6 0:00,15.1,73.47,0,43.968,2.014,14,40.848,2,14,46.224,1.988,14.2,34.1,1.977,14.5
2017/5/6 1:00,14.3,76.134,0,44.049,2.014,14,40.848,2,14,46.224,1.99,14.3,34.1,1.977,14.6
2017/5/6 2:00,13.1,81.649,0,44.211,2.014,14.1,40.92,2,14,46.224,1.991,14.3,34.1,1.978,14.6
2017/5/6 3:00,12.4,82.701,0,44.13,2.014,14.1,40.848,2,14,46.224,1.991,14.4,34.1,1.98,14.6
2017/5/6 4:00,13,80.18,0,44.049,2.015,14.1,40.848,2,14,46.224,1.991,14.4,34.1,1.981,14.7
2017/5/6 5:00,12.8,80.559,0,44.049,2.014,14.2,40.848,2.001,14.1,46.224,1.991,14.4,34.1,1.982,14.7
2017/5/6 6:00,14.1,78.371,0,44.049,2.015,14.2,40.848,2.002,14.1,46.224,1.991,14.5,34.1,1.982,14.7
2017/5/6 7:00,16.5,71.442,0,44.049,2.014,14.2,40.848,2.003,14.1,46.224,1.991,14.5,34.1,1.982,14.7
2017/5/6 8:00,17.1,68.259,0,44.13,2.015,14.2,40.848,2.004,14.1,46.224,1.991,14.5,34,1.982,14.7
2017/5/6 9:00,17.8,68.744,0,44.211,2.015,14.3,40.848,2.004,14.1,46.224,1.991,14.5,34,1.982,14.7
2017/5/6 10:00,16.3,80.457,1,44.211,2.014,14.3,40.848,2.004,14.1,46.224,1.991,14.5,34,1.982,14.8
2017/5/6 11:00,16.2,86.406,3,44.211,2.013,14.3,40.848,2.004,14.1,46.224,1.991,14.5,34.1,1.982,14.8
2017/5/6 12:00,16.5,88.502,3,44.374,2.013,14.3,40.848,2.004,14.2,46.224,1.991,14.6,34,1.982,14.8
2017/5/6 13:00,16,89.167,2,44.455,2.013,14.3,40.848,2.004,14.2,46.224,1.991,14.6,34.1,1.982,14.8
2017/5/6 14:00,14.9,89.188,1,44.537,2.013,14.3,40.848,2.004,14.2,46.224,1.991,14.6,34.1,1.982,14.7
2017/5/6 15:00,13.8,90.059,2,44.619,2.013,14.3,40.848,2.004,14.2,46.224,1.991,14.6,34.1,1.982,14.7
2017/5/6 16:00,13.7,89.369,1,44.784,2.013,14.3,40.848,2.004,14.2,46.224,1.989,14.6,34.1,1.982,14.7
2017/5/6 17:00,13.6,89.953,0,45.369,2.013,14.3,40.848,2.004,14.2,46.224,1.987,14.6,34.1,1.982,14.7
2017/5/6 18:00,13.5,89.894,0,45.453,2.013,14.3,40.848,2.004,14.2,46.224,1.984,14.6,34.1,1.982,14.7
2017/5/6 19:00,13.3,89.763,0,46.051,2.013,14.3,40.848,2.005,14.2,46.224,1.982,14.6,34.1,1.982,14.7
2017/5/6 20:00,13.2,90.35,0,47.014,2.013,14.3,40.848,2.005,14.2,46.224,1.982,14.6,34.1,1.982,14.7
2017/5/6 21:00,13.1,90.279,0,48.468,2.013,14.3,40.848,2.008,14.2,46.224,1.982,14.6,34.1,1.982,14.7
2017/5/6 22:00,12.9,89.449,0,50.576,2.013,14.3,40.848,2.009,14.2,46.224,1.982,14.6,34.1,1.982,14.7
2017/5/6 23:00,12,91.328,0,45.623,2.013,14.3,40.848,2.009,14.2,46.224,1.982,14.6,34.1,1.982,14.7
2017/5/7 0:00,11,91.477,0,44.867,2.013,14.3,40.848,2.009,14.2,46.224,1.982,14.6,34.1,1.982,14.7
2017/5/7 1:00,11.5,92.919,0,45.201,2.013,14.3,40.848,2.009,14.2,46.311,1.982,14.6,34.1,1.982,14.7
2017/5/7 2:00,11.9,92.65,0,45.369,2.013,14.3,40.848,2.009,14.2,46.398,1.982,14.6,34.1,1.982,14.7
2017/5/7 3:00,11.2,93.279,0,45.623,2.013,14.3,40.848,2.009,14.2,46.398,1.982,14.6,34.1,1.982,14.7
2017/5/7 4:00,11.1,92.386,0,46.311,2.013,14.3,40.848,2.009,14.2,46.398,1.982,14.6,34.1,1.982,14.7
2017/5/7 5:00,10.8,93.473,0,48.007,2.013,14.3,40.848,2.009,14.2,46.398,1.982,14.6,34.1,1.982,14.7
2017/5/7 6:00,11.2,93.279,0,46.311,2.013,14.3,40.848,2.009,14.2,46.398,1.982,14.6,34.1,1.982,14.7
2017/5/7 7:00,14.1,89.566,0,46.311,2.013,14.3,40.848,2.009,14.2,46.311,1.982,14.5,34.1,1.982,14.7
2017/5/7 8:00,18.1,72.759,0,46.398,2.013,14.3,40.848,2.009,14.2,46.311,1.982,14.5,34.1,1.982,14.6
2017/5/7 9:00,22.2,57.582,0,45.538,2.013,14.3,40.92,2.009,14.2,46.224,1.982,14.5,34,1.982,14.6
2017/5/7 10:00,23.5,54.602,0,44.455,2.013,14.3,40.92,2.009,14.2,46.311,1.982,14.5,34,1.982,14.6
2017/5/7 11:00,24.4,49.109,0,44.619,2.013,14.3,40.92,2.009,14.1,46.311,1.982,14.5,33.9,1.982,14.6
2017/5/7 12:00,22.8,43.984,0,45.793,2.013,14.3,40.92,2.009,14.1,46.398,1.982,14.5,33.9,1.982,14.6
2017/5/7 13:00,24.7,36.98,0,45.623,2.013,14.2,40.848,2.009,14.1,46.398,1.982,14.5,33.9,1.982,14.5
2017/5/7 14:00,22.8,37.495,0,45.538,2.013,14.2,40.848,2.009,14.1,46.311,1.982,14.4,33.9,1.982,14.5
2017/5/7 15:00,19.5,42.382,0,45.117,2.013,14.2,40.848,2.01,14.1,46.398,1.982,14.4,33.9,1.982,14.5
2017/5/7 16:00,18.8,42.428,0,45.201,2.013,14.2,40.704,2.013,14.1,46.311,1.981,14.4,33.9,1.983,14.5
2017/5/7 17:00,20.7,35.25,0,46.224,2.013,14.2,40.704,2.013,14.1,46.398,1.981,14.4,33.9,1.986,14.5
2017/5/7 18:00,18.2,37.349,0,47.552,2.013,14.2,40.704,2.013,14.1,46.398,1.981,14.4,33.9,1.987,14.5
2017/5/7 19:00,13.7,48.515,0,45.285,2.014,14.2,40.776,2.013,14.1,46.224,1.981,14.4,33.9,1.987,14.5
2017/5/7 20:00,12,59.934,0,45.285,2.013,14.2,40.848,2.013,14.1,46.224,1.98,14.4,33.9,1.987,14.5
2017/5/7 21:00,11.8,56.392,0,45.623,2.013,14.2,40.848,2.013,14.1,46.224,1.98,14.4,33.9,1.987,14.5
2017/5/7 22:00,11.4,57.903,0,45.369,2.013,14.2,40.848,2.013,14.1,46.224,1.979,14.4,33.9,1.987,14.5
2017/5/7 23:00,10.8,61.801,0,44.95,2.013,14.2,40.704,2.013,14.1,46.224,1.978,14.4,33.9,1.987,14.5
2017/5/8 0:00,10.4,61.883,0,45.033,2.013,14.2,40.776,2.013,14.1,46.311,1.978,14.4,33.9,1.987,14.5
2017/5/8 1:00,10.7,61.436,0,45.369,2.013,14.2,40.704,2.013,14.1,46.398,1.977,14.4,33.9,1.987,14.5
2017/5/8 2:00,12.2,61.262,0,45.793,2.013,14.2,40.704,2.013,14.1,46.398,1.977,14.4,33.9,1.987,14.5
2017/5/8 3:00,9.9,67.269,0,45.285,2.013,14.2,40.704,2.013,14.1,46.311,1.977,14.4,33.9,1.987,14.5
2017/5/8 4:00,8.5,69.417,0,45.117,2.013,14.2,40.848,2.013,14.1,46.224,1.977,14.4,33.9,1.987,14.5
2017/5/8 5:00,8.7,66.704,0,44.867,2.013,14.2,40.848,2.013,14.1,46.224,1.977,14.4,33.9,1.987,14.5
2017/5/8 6:00,9.7,64.02,0,45.033,2.013,14.2,40.848,2.013,14.1,46.398,1.977,14.4,33.9,1.987,14.5
2017/5/8 7:00,12.8,55.511,0,45.285,2.013,14.2,40.848,2.015,14.1,46.398,1.977,14.4,33.9,1.987,14.5
2017/5/8 8:00,17.3,46.623,0,45.369,2.013,14.2,40.776,2.016,14.1,46.398,1.977,14.4,33.9,1.987,14.5
2017/5/8 9:00,24.6,39.79,0,45.369,2.013,14.2,40.848,2.017,14.1,46.398,1.977,14.4,33.9,1.987,14.4
2017/5/8 10:00,24.8,44.751,0,45.793,2.014,14.2,40.92,2.017,14,46.224,1.977,14.3,33.8,1.987,14.4
2017/5/8 11:00,25.2,45.57,0,45.623,2.014,14.2,41.065,2.017,14,46.224,1.977,14.3,33.8,1.987,14.4
2017/5/8 12:00,23.6,51.87,0,45.793,2.014,14.2,41.137,2.017,14,46.224,1.977,14.3,33.7,1.987,14.3
2017/5/8 13:00,25.2,48.691,0,45.793,2.015,14.1,41.065,2.017,14,46.311,1.977,14.3,33.7,1.987,14.3
2017/5/8 14:00,27.1,43.239,0,45.623,2.015,14.1,40.92,2.017,14,46.398,1.977,14.2,33.7,1.991,14.3
2017/5/8 15:00,27.1,41.287,0,45.117,2.015,14.1,40.992,2.017,14,46.485,1.977,14.2,33.7,1.991,14.2
2017/5/8 16:00,22.8,41.46,0,45.369,2.015,14.1,40.992,2.017,14,46.398,1.977,14.2,33.7,1.991,14.2
2017/5/8 17:00,19.7,50.579,0,45.201,2.015,14.1,40.704,2.017,13.9,46.398,1.977,14.2,33.7,1.991,14.2
2017/5/8 18:00,17.3,60.306,0,44.95,2.015,14.1,40.704,2.019,13.9,46.398,1.977,14.2,33.7,1.991,14.2
2017/5/8 19:00,14.1,67.797,0,45.117,2.015,14,40.704,2.022,13.9,46.311,1.977,14.2,33.7,1.991,14.2
2017/5/8 20:00,12.5,73.874,0,45.201,2.015,14,40.704,2.022,13.9,46.224,1.977,14.1,33.7,1.991,14.2
2017/5/8 21:00,11,80.804,0,44.702,2.015,14,40.704,2.022,13.9,46.224,1.977,14.1,33.7,1.991,14.2
2017/5/8 22:00,10.1,84.992,0,45.285,2.015,14,40.704,2.022,13.9,46.224,1.978,14.1,33.7,1.992,14.2
2017/5/8 23:00,9.5,86.796,0,45.623,2.015,14,40.704,2.022,13.9,46.224,1.977,14.2,33.7,1.994,14.3
2017/5/9 0:00,9.4,86.533,0,45.453,2.016,14,40.704,2.022,13.9,46.224,1.978,14.2,33.7,1.995,14.3
2017/5/9 1:00,8.7,88.05,0,45.201,2.015,14.1,40.704,2.022,13.9,46.224,1.98,14.2,33.7,1.995,14.3
2017/5/9 2:00,8.5,88.349,0,44.95,2.015,14.1,40.704,2.022,13.9,46.224,1.981,14.2,33.7,1.995,14.3
2017/5/9 3:00,7.4,88.417,0,44.619,2.015,14.1,40.704,2.022,13.9,46.224,1.981,14.2,33.7,1.995,14.3
2017/5/9 4:00,7.4,90.36,0,44.867,2.015,14.1,40.704,2.022,13.9,46.224,1.982,14.2,33.7,1.995,14.3
2017/5/9 5:00,7.3,90.002,0,44.455,2.015,14.1,40.704,2.022,13.9,46.224,1.982,14.2,33.7,1.995,14.3
2017/5/9 6:00,7.6,91.05,0,44.211,2.015,14.1,40.704,2.022,13.9,46.224,1.982,14.2,33.7,1.995,14.3
2017/5/9 7:00,10.7,90.209,0,44.784,2.015,14.1,40.704,2.022,13.9,46.224,1.982,14.2,33.7,1.995,14.3
2017/5/9 8:00,15.4,84.079,0,43.808,2.015,14.1,40.704,2.022,13.9,46.051,1.982,14.2,33.7,1.995,14.3
2017/5/9 9:00,19.4,78.629,0,43.888,2.016,14.1,40.776,2.022,13.9,46.224,1.982,14.2,33.7,1.995,14.3
2017/5/9 10:00,22.7,50.055,0,44.619,2.015,14.1,40.704,2.022,13.9,46.224,1.982,14.2,33.7,1.995,14.3
2017/5/9 11:00,23.8,46.837,0,43.968,2.016,14.1,40.704,2.022,13.9,46.224,1.982,14.2,33.6,1.995,14.3
2017/5/9 12:00,24.9,42.896,0,44.13,2.015,14.1,40.704,2.022,13.9,46.224,1.982,14.2,33.6,1.995,14.3
2017/5/9 13:00,26.5,37.857,0,44.619,2.016,14.1,40.848,2.022,13.9,46.224,1.982,14.2,33.6,1.995,14.2
2017/5/9 14:00,25.9,38.924,0,44.374,2.017,14.1,40.776,2.022,13.9,46.224,1.982,14.2,33.6,1.997,14.2
2017/5/9 15:00,22.9,46.943,0,44.374,2.017,14.1,40.704,2.026,13.9,46.224,1.982,14.2,33.6,2,14.2
2017/5/9 16:00,20.5,52.286,0,44.374,2.017,14.1,40.704,2.026,13.9,46.224,1.982,14.2,33.6,2,14.2
2017/5/9 17:00,19,52.832,0,44.292,2.017,14,40.562,2.026,13.8,46.224,1.982,14.1,33.6,2,14.2
2017/5/9 18:00,17.4,57.911,0,44.211,2.017,14,40.562,2.026,13.8,46.224,1.982,14.1,33.6,2,14.2
2017/5/9 19:00,15.7,62.84,0,44.049,2.017,14,40.562,2.026,13.7,46.224,1.982,14.1,33.6,2,14.2
2017/5/9 20:00,14.7,65.216,0,44.049,2.017,14,40.562,2.026,13.7,46.224,1.982,14.1,33.6,2,14.2
2017/5/9 21:00,14.1,68.419,0,44.049,2.017,14,40.562,2.026,13.7,46.224,1.982,14.1,33.6,2,14.2
2017/5/9 22:00,13.3,74.693,0,44.211,2.017,14,40.562,2.026,13.7,46.224,1.982,14.1,33.6,2.001,14.2
2017/5/9 23:00,13.6,77.745,0,44.13,2.017,14,40.633,2.026,13.7,46.224,1.982,14.2,33.6,2.003,14.2
2017/5/10 0:00,13.6,77.102,0,44.13,2.017,14.1,40.562,2.026,13.7,46.224,1.982,14.2,33.6,2.004,14.3
2017/5/10 1:00,13.4,79.415,0,44.211,2.017,14.1,40.562,2.026,13.7,46.224,1.982,14.2,33.6,2.004,14.3
2017/5/10 2:00,13.7,77.879,0,44.13,2.017,14.1,40.562,2.026,13.8,46.224,1.982,14.2,33.6,2.004,14.3
2017/5/10 3:00,13.9,77.504,0,44.211,2.017,14.1,40.562,2.026,13.8,46.224,1.982,14.2,33.6,2.004,14.3
2017/5/10 4:00,13.3,80.59,0,44.13,2.017,14.1,40.562,2.026,13.8,46.224,1.982,14.2,33.6,2.004,14.3
2017/5/10 5:00,13.3,82.555,0,44.13,2.017,14.1,40.633,2.026,13.9,46.224,1.982,14.2,33.6,2.004,14.3
2017/5/10 6:00,14.1,81.48,0,44.13,2.017,14.1,40.633,2.026,13.9,46.224,1.982,14.2,33.6,2.004,14.3
2017/5/10 7:00,15.6,73.973,0,44.13,2.017,14.1,40.633,2.027,13.9,46.224,1.982,14.2,33.6,2.004,14.3
2017/5/10 8:00,17.4,69.997,0,44.211,2.017,14.1,40.633,2.029,13.9,46.224,1.982,14.3,33.6,2.004,14.3
2017/5/10 9:00,20.8,61.92,0,44.374,2.017,14.1,40.633,2.029,13.9,46.311,1.982,14.3,33.6,2.004,14.3
2017/5/10 10:00,21.3,59.257,0,44.374,2.017,14.1,40.562,2.03,13.9,46.398,1.982,14.3,33.6,2.004,14.3
2017/5/10 11:00,21.1,60.789,0,44.374,2.017,14.1,40.562,2.03,13.9,46.398,1.982,14.3,33.6,2.004,14.3
2017/5/10 12:00,21.8,60.537,0,44.374,2.017,14.1,40.562,2.03,13.9,46.398,1.982,14.3,33.6,2.006,14.3
2017/5/10 13:00,22.6,58.023,0,44.374,2.017,14.1,40.562,2.03,13.9,46.398,1.982,14.3,33.5,2.008,14.3
2017/5/10 14:00,22,60.938,0,44.374,2.017,14.1,40.562,2.03,13.9,46.398,1.982,14.3,33.5,2.009,14.3
2017/5/10 15:00,22.6,59.848,0,44.455,2.017,14.1,40.562,2.03,13.9,46.398,1.982,14.2,33.5,2.009,14.3
2017/5/10 16:00,21.8,62.452,0,44.455,2.017,14.1,40.562,2.03,13.9,46.398,1.982,14.2,33.5,2.009,14.3
2017/5/10 17:00,19.8,69.333,0,44.374,2.017,14.1,40.562,2.03,13.9,46.398,1.983,14.2,33.5,2.009,14.3
2017/5/10 18:00,18.7,71.001,0,44.374,2.017,14.1,40.562,2.03,13.9,46.398,1.985,14.2,33.5,2.009,14.3
2017/5/10 19:00,16.8,81.077,0,44.292,2.017,14.1,40.562,2.03,13.9,46.398,1.986,14.3,33.5,2.009,14.3
2017/5/10 20:00,16.1,86.412,1,44.374,2.017,14.1,40.562,2.03,13.9,46.398,1.987,14.3,33.5,2.009,14.3
2017/5/10 21:00,15.9,88.63,3,44.374,2.017,14.1,40.562,2.03,13.9,46.485,1.987,14.3,33.5,2.01,14.3
2017/5/10 22:00,15.8,90.314,3,44.374,2.017,14.1,40.562,2.03,13.9,46.398,1.987,14.3,33.5,2.012,14.3
2017/5/10 23:00,15.7,90.894,5,44.374,2.017,14.2,40.562,2.03,13.9,46.311,1.986,14.3,33.6,2.012,14.4
2017/5/11 0:00,15.5,90.929,1,45.117,2.01,14.2,40.562,2.03,13.9,46.311,1.981,14.3,33.6,2.013,14.4
2017/5/11 1:00,15.1,90.963,0,45.623,2.004,14.2,40.562,2.03,13.9,46.748,1.977,14.3,33.6,2.013,14.4
2017/5/11 2:00,15.1,90.963,0,45.708,2.004,14.2,40.562,2.03,13.9,46.925,1.977,14.4,33.6,2.009,14.4
2017/5/11 3:00,15,90.376,0,45.708,2.004,14.2,40.562,2.03,13.9,46.925,1.977,14.4,33.6,2.009,14.4
2017/5/11 4:00,14.8,90.954,3,45.793,2.004,14.2,40.562,2.028,13.9,46.925,1.977,14.4,33.7,2.009,14.4
2017/5/11 5:00,14.7,91.542,0,45.793,2.003,14.2,40.562,2.026,13.9,47.014,1.977,14.4,33.7,2.006,14.4
2017/5/11 6:00,14.6,91.533,1,45.793,1.998,14.3,40.633,2.026,14,47.103,1.977,14.5,34.1,2.002,14.5
2017/5/11 7:00,14.7,91.542,2,45.793,1.998,14.3,40.704,2.021,14,47.014,1.977,14.5,35,1.992,14.5
2017/5/11 8:00,15.9,89.738,1,45.793,1.996,14.3,40.992,2.007,14,47.192,1.977,14.5,37.4,1.988,14.5
2017/5/11 9:00,17.3,83.617,0,45.965,1.995,14.4,41.504,1.987,14,47.014,1.977,14.6,38.6,1.987,14.5
2017/5/11 10:00,15,86.268,0,45.793,1.997,14.4,41.8,1.987,14,46.925,1.977,14.6,38.2,1.987,14.5
2017/5/11 11:00,18.7,74.714,0,45.879,2,14.4,42.025,1.988,14,46.925,1.977,14.6,38,1.987,14.5
2017/5/11 12:00,17.6,72.103,0,45.879,2.002,14.4,42.175,1.991,14.1,46.925,1.977,14.6,37.7,1.987,14.5
2017/5/11 13:00,18.3,69.472,0,45.879,2.004,14.4,42.175,1.991,14.1,46.925,1.977,14.6,37.5,1.987,14.5
2017/5/11 14:00,17.8,69.726,0,46.051,2.004,14.4,42.327,1.991,14.1,46.925,1.977,14.6,37.4,1.986,14.5
2017/5/11 15:00,16.5,73.574,0,45.965,2.004,14.4,42.327,1.991,14.1,46.925,1.977,14.6,37.3,1.985,14.5
2017/5/11 16:00,15.1,79.301,0,45.879,2.004,14.4,42.327,1.991,14.1,46.925,1.977,14.6,37.2,1.983,14.5
2017/5/11 17:00,14.2,84.662,1,45.879,2.004,14.3,42.327,1.991,14.1,47.103,1.977,14.6,37.1,1.982,14.5
2017/5/11 18:00,14.1,87.078,0,45.879,2.004,14.3,42.327,1.991,14.1,47.282,1.977,14.6,37,1.982,14.5
2017/5/11 19:00,14.3,85.958,0,45.793,2.004,14.3,42.327,1.991,14.1,47.282,1.977,14.6,37,1.982,14.5
2017/5/11 20:00,14.6,84.909,0,45.793,2.004,14.3,42.403,1.991,14.1,47.103,1.977,14.6,36.9,1.982,14.6
2017/5/11 21:00,14.7,84.961,0,45.793,2.004,14.4,42.327,1.991,14.1,47.103,1.977,14.6,36.8,1.982,14.6
2017/5/11 22:00,14.3,85.958,0,45.623,2.004,14.4,42.327,1.991,14.1,47.014,1.977,14.6,36.7,1.982,14.6
2017/5/11 23:00,13.3,88.452,0,45.623,2.004,14.4,42.479,1.991,14.1,46.925,1.977,14.6,36.7,1.982,14.6
2017/5/12 0:00,12.7,89.947,0,45.623,2.004,14.4,42.479,1.991,14.1,46.925,1.977,14.6,36.7,1.982,14.6
2017/5/12 1:00,13.6,88.025,0,45.623,2.004,14.4,42.479,1.991,14.1,46.925,1.977,14.6,36.5,1.982,14.6
2017/5/12 2:00,14.1,85.212,0,45.623,2.004,14.4,42.479,1.991,14.1,46.925,1.977,14.6,36.5,1.982,14.6
2017/5/12 3:00,14.6,84.307,0,45.623,2.004,14.4,42.479,1.991,14.1,46.925,1.977,14.6,36.4,1.982,14.6
2017/5/12 4:00,14.7,84.363,0,45.623,2.004,14.4,42.479,1.991,14.1,46.925,1.977,14.6,36.4,1.982,14.6
2017/5/12 5:00,14.6,85.511,0,45.623,2.004,14.4,42.479,1.991,14.1,46.925,1.977,14.6,36.4,1.982,14.6
2017/5/12 6:00,15.1,84.549,0,45.538,2.004,14.4,42.403,1.991,14.1,46.925,1.977,14.6,36.4,1.982,14.6
2017/5/12 7:00,15.9,83.091,0,45.538,2.004,14.4,42.403,1.991,14.1,46.925,1.977,14.5,36.3,1.982,14.6
2017/5/12 8:00,17.3,79.563,0,45.453,2.004,14.4,42.327,1.991,14.1,46.925,1.977,14.5,36.3,1.982,14.6
2017/5/12 9:00,18.6,76.584,0,45.453,2.004,14.4,42.327,1.991,14.1,46.925,1.977,14.5,36.2,1.982,14.6
2017/5/12 10:00,17.2,87.207,0,45.453,2.004,14.4,42.175,1.991,14.1,46.925,1.977,14.5,36.2,1.982,14.5
2017/5/12 11:00,19.5,84.323,0,45.538,2.004,14.4,42.175,1.991,14.1,46.925,1.977,14.5,36.2,1.982,14.5
2017/5/12 12:00,22.7,81.611,0,46.224,2.004,14.4,42.175,1.991,14.1,46.837,1.977,14.5,36.1,1.982,14.5
2017/5/12 13:00,29.1,55.864,0,45.201,2.004,14.3,42.403,1.991,14.1,46.925,1.977,14.5,36.1,1.982,14.5
2017/5/12 14:00,29.5,52.162,0,45.538,2.004,14.3,42.403,1.991,14.1,46.925,1.977,14.5,35.9,1.982,14.5
2017/5/12 15:00,28,55.049,0,45.708,2.004,14.3,42.327,1.991,14.1,46.925,1.977,14.5,35.9,1.982,14.5
